date,Adj Close,Volume,EMA_5,EMA_10,MACD,RSI,Bollinger_High,Bollinger_Low,OBV,ADX,MFI,MOM,SAR,Interest Rate,Yield Spread,GDP,Unemployment Rate,Inflation Rate,news_sentiment
4/14/14,16173.24023,90020000,16201.15680168754,16265.110761008635,-8.955553514,45.97771550002305,16600.609961408893,16054.486132341104,3660470000,12.138633796906124,45.69562069265732,-1.728191731,,0.09,2.28,17518.508,6.2,236.468,0
4/15/14,16262.55957,97850000,16221.624391229194,16264.646908154791,-9.472533376,49.24601869415784,16598.344838926412,16049.38816888609,3758320000,11.81391834798322,52.69757038855166,-1.633437279,,0.09,2.25,17518.508,6.2,236.468,0.008039216
4/16/14,16424.84961,94650000,16289.36613061113,16293.774672013009,3.176588462152722,54.61832732536527,16607.676655305062,16060.32432125744,3852970000,11.392601917427157,59.608992749801544,-0.893926209,,0.09,2.26,17518.508,6.2,236.468,0.016666666666666666
4/17/14,16408.53906,136190000,16329.090441240754,16314.640924828826,11.749542419769568,53.99967968063068,16613.46170166736,16062.28820067639,3716780000,11.208018620251616,61.054422318468376,-0.98965887,16015.32031,0.09,2.3,17518.508,6.2,236.468,-0.066666667
4/21/14,16449.25,79500000,16369.143627493839,16339.115302132675,21.57994247294664,55.35883093904821,16624.426290554868,16065.971658663884,3796280000,11.03661984,60.34971182041242,0.2226266132337408,16024.22371,0.09,2.31,17518.508,6.2,236.468,0
4/22/14,16514.36914,84830000,16417.552131870892,16370.979636404007,34.23058686677177,57.52087593887587,16643.767418182553,16070.398402129947,3881110000,11.501697083247873,60.25612431749362,1.6527217163544752,16032.94904140625,0.09,2.28,17518.508,6.2,236.468,-0.032727273
4/23/14,16501.65039,76830000,16445.58488478893,16394.737955353277,42.73736709706827,56.94081542171027,16657.311378336246,16070.231492757503,3804280000,11.933554519411063,54.58806369017991,1.510264721496151,16054.259517249999,0.09,2.27,17518.508,6.2,236.468,-0.051851852
4/24/14,16501.65039,80340000,16464.273386734287,16414.176579948136,48.91518788038411,56.94081542171027,16671.42778122532,16079.38110549343,3884620000,12.120137065982613,48.81390552105255,0.39222484848801714,16074.71757,0.09,2.27,17518.508,6.2,236.468,-0.133333333
4/25/14,16361.45996,90630000,16430.002244802025,16404.59174012802,42.01464067992856,50.43869565991949,16671.988800190386,16088.543035747114,3793990000,11.348923820106558,49.32323142552917,1.1826693613869292,16094.35731,0.09,2.25,17518.508,6.2,236.468,0.058636364
4/28/14,16448.74023,105510000,16436.24824132635,16412.618739082016,43.091958666836945,53.963356617052234,16678.48747338773,16094.612428956016,3899500000,10.600627227523592,57.502512924190206,2.6330368563495408,16113.211453753696,0.09,2.26,17518.508,6.2,236.468,-0.1
4/29/14,16535.36914,71240000,16469.288541092566,16434.936993908013,50.35550278858136,57.21565876605473,16688.06811,16092.802693868553,3970740000,10.222274807061492,64.02656199,2.2390621854507695,16131.311433103549,0.09,2.27,17518.508,6.2,236.468,0
4/30/14,16580.83984,92970000,16506.472308645047,16461.464784788375,59.09975438352558,58.858591975065735,16695.782641117206,16089.911206539045,4063710000,10.110676447621724,64.09312015,1.9571351733494922,16148.687413279407,0.09,2.25,17518.508,6.2,236.468,0.054713804713804715
5/1/14,16558.86914,75630000,16523.937919305034,16479.17466766776,63.524513595992175,57.70553829883664,16693.453674825596,16090.827086893154,3988080000,10.100412796135211,71.73618307146074,0.8159559109357333,16175.302926295142,0.09,2.22,17518.508,6.3,236.918,0
5/2/14,16512.89063,78910000,16520.255487870025,16485.304841728168,62.599477389569074,55.26553879260311,16684.387198024837,16093.927548068908,3909170000,9.748999747872634,73.87970959676386,0.6359588876409149,16209.66181719153,0.09,2.18,17518.508,6.3,236.918,0.008333333
5/5/14,16530.55078,70320000,16523.68725233002,16493.531376186682,62.57013695844216,56.03450714526729,16696.560977557583,16093.53775291117,3979490000,9.611766562408878,67.79938733,0.4942522075474565,16250.701690159878,0.09,2.2,17518.508,6.3,236.918,-0.516666667
5/6/14,16401.01953,74340000,16482.798011970015,16476.71104074365,51.50112223937322,49.33577098,16696.44739499872,16109.166276876282,3905150000,9.484335747,61.08989719334218,-0.6863696,16287.63757583139,0.09,2.18,17518.508,6.3,236.918,0.068181818
5/7/14,16518.53906,93870000,16494.71169548001,16484.31613560844,51.61668731,54.63462548,16705.60383416606,16126.249779115189,3999020000,9.709183663440655,61.08225743698445,0.10234535016324715,16320.879872935751,0.09,2.21,17518.508,6.3,236.918,0.20454545454545453
5/8/14,16550.9707,75620000,16513.464698028343,16496.435147884178,53.7061448,56.00221242770633,16717.15033200039,16126.082382843357,4074640000,9.049353278885258,59.06583460339524,0.2988810896637351,16350.797940329676,0.09,2.21,17518.508,6.3,236.918,-0.055555556
5/9/14,16583.33984,74980000,16536.756413268897,16512.236001677964,57.31330198255819,57.38310281628647,16721.958780224333,16162.585946338164,4149620000,8.407117107829283,52.358673855461994,1.356112983451548,16357.34961,0.09,2.22,17518.508,6.3,236.918,0.08875
5/12/14,16695.4707,71550000,16589.661176554266,16545.551401941062,68.43119109638064,61.84995966,16703.837158170114,16247.579638704881,4221170000,8.773853102636734,51.82776598109069,1.4999961409468692,16389.22156,0.09,2.25,17518.508,6.3,236.918,0
5/13/14,16715.43945,71340000,16631.58726874451,16576.44013851996,77.95489406479828,62.60172481873388,16708.487337957235,16297.149380792764,4292510000,9.342714842,58.44037742618534,1.0890008621434002,16433.40812,0.09,2.22,17518.508,6.3,236.918,0.095238095
5/14/14,16613.9707,71970000,16625.715080204674,16583.263877539055,76.43373662906015,56.50824819493347,16699.249035853118,16341.52879617813,4220540000,8.905045568,58.84399521554486,0.1998141209203488,16481.74438,0.09,2.15,17518.508,6.3,236.918,0
5/15/14,16446.81055,106610000,16566.080235761452,16558.45418105468,61.03619356255149,48.18691168729803,16698.24477,16344.729153730947,4113930000,9.486213459522318,57.99239566745895,-0.676728542,,0.09,2.12,17518.508,6.3,236.918,0.11944444444444444
5/16/14,16491.31055,119330000,16541.157006132635,16546.246247567466,51.826879837368324,50.28572716487028,16695.347337385156,16355.903736833596,4233260000,10.025869358790173,48.164044971992915,-0.130686254,,0.09,2.14,17518.508,6.3,236.918,0.11250000000000002
5/19/14,16511.85938,82180000,16531.391129088424,16539.994088918836,45.66020859441778,51.26739849415102,16695.00144808432,16362.510563634427,4315440000,10.272298393098392,48.64749660721584,-0.11307189,,0.09,2.18,17518.508,6.3,236.918,0.10606060606060606
5/20/14,16374.30957,75150000,16479.03060949645,16509.86963099041,29.335792761259654,44.879079961597405,16701.115019250006,16342.391035437497,4240290000,11.169660860502335,41.27940058687709,-0.162855491,,0.09,2.17,17518.508,6.3,236.918,0
5/21/14,16533.06055,76730000,16497.040588622636,16514.086161151245,28.875592814212723,52.27116902193114,16702.50391064532,16344.143159667181,4317020000,11.677097794430454,41.31735597922262,0.087910222,,0.09,2.17,17518.508,6.3,236.918,0.20909090909090908
